symbol	count	example_source
SNUM	153	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:48584
PRT	153	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52948
LICON	153	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54195
YYYYYY	150	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74203
QRPW	150	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:124264
QRPR	150	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:377595
VI.1	149	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:63518
DLL	147	/Users/<user>/LC103/2026-02-24_full_decompile_run2/FULL_DECOMPILE_INDEX.md:27
D1XE	147	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74320
TCPTM	147	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:292279
QRPQ	147	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:368423
END	144	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47544
MUUUU	144	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58293
QRPV	144	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121540
RPQV	144	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:122012
FUN_21124170	142	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:226304
LLLLLL	141	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:109027
QAE	140	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3806
FUN_21136360	140	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:45959
FUN_21099070	140	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:100018
DAT_21223668	140	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:324846
CALF	140	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:10
FDAQ	140	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102421
SDAQ	140	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102427
FUN_21143130	138	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52341
FUN_21136200	138	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:62597
VVV	138	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:65944
AKH	138	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:147686
HBDPW	138	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:597852
FUN_21082970	132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:61383
EOI	132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:57188
RREG	132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58601
VVVVVVVVVV	132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:61443
RD8840A.VIV	132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69525
DIGPRTWR	132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69938
SCXI-1200	132	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:103423
GDSP	131	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
A24	129	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58735
A32	129	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58735
FUN_21152619	128	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:264638
CPOH	127	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:99
MSVCRT.DLL	126	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_functions_full.csv:7400
DIO-24	126	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:103423
DIO-32F	126	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:103423
DIO-96	126	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:103423
AT-MIO-16D	126	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:103423
DAQDRV	125	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/DAQDRV.txt:1
ODSP	123	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
SQRVWQRU	123	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:492032
FUN_21142800	122	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:66913
COFF	120	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102405
PQRW	120	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:120654
ITERATIONS	120	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:290700
F8B8	117	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:56618
NI-DAQ	115	/Users/<user>/LC103/2026-02-24_full_decompile_run2/FULL_DECOMPILE_INDEX.md:31
FUN_21082830	114	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:103438
HBIN	114	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54195
SUUU	114	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:55396
D?H?L?P?T?X	114	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:136135
UUUUUUMMMMMMBBBBBB999999	114	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:323391
ZYQRP	114	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:362149
PBDPW	114	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:367238
PDSP	112	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
HPTH0	111	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:65842
DAT_21212770	110	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:62793
UAEFFFPAF	110	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:173293
ALL	109	/Users/<user>/LC103/2026-02-24_full_decompile_run2/binwalk_scan/Source_LV5_1_Fluke_8840A.vi.txt:5
EEPROM.VIU	109	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:100
VIH	108	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1189
VVVV	108	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:38951
TPTH0	108	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:72207
SETLD_RD.VIMD	108	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:98172
QRPP	108	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:398853
WAIT.VIPTH0	108	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:603243
FUN_21097820	106	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:113159
CPOW	105	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:194
BEEP30	105	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:354
IDM	105	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:59727
DLLP	105	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70015
DAT_21213588	104	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52300
UAEJF	103	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:242312
UAEFFF	102	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:173325
DIR	102	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:55862
LFTAB	102	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:57143
TICON	102	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:59194
RPQS	102	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:122554
VIPD	102	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:346394
WAIT.VIOD	101	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:586
FDSP	101	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
WDAQ	101	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:847
KDAQ	101	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:847
FUN_21007370	100	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:7870
YDAQ	100	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102421
ALLOCATE	99	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52796
HBUF	99	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54195
DOR	99	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:55598
O?PTH0	99	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:56572
LVIN#	99	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58668
IST_WT_A.VIPTH0	99	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:601690
A16	97	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:65775
HWND	96	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:50288
FUN_21082470	96	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:103576
DAT_21223564	96	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:324771
DAT_21223784	96	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:326207
PPTH0	96	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:65839
VUUU	96	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:122502
FUN_21007810	94	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:262
FUN_21042900	94	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52338
CPOO	93	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:101
NOT	93	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:9195
HLVIN	93	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52723
MIO	93	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:70471
RPC_CSTR	92	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:15
CALSET.VIU	91	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:73
DAT_1008_0018	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_LVDEVICE_DLL_decomp_full.txt:176
FUN_21097770	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:114486
UAEXJ	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:230918
TDFDS	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:56592
NIDAQDW	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69932
LABVIEW	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69933
CINSRC	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:69934
STD	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74076
ZXQRP	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:366320
DTHPDH	90	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:432358
VI.	89	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:107
NONE	89	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:40699
LPCSTR	88	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:796
CALONR	88	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:49
NAN	87	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:135502
PSTRG	87	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:59304
DFTAB	87	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:59995
QRRP	87	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:365675
FUN_21141320	86	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:258309
COM3	84	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:45954
COM4	84	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:45955
LPT1	84	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:45956
LPT2	84	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:45957
LPT3	84	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:45958
RPV	84	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:123810
VER	83	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:188
TDSP	83	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
QAEAAV0	82	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:3833
DAT_21214104	82	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:51541
FUN_21185170	82	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:75907
HDSP	82	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
NDSP	82	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
JDSP	82	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
YDSP	82	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
BDSP	82	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:844
NFCQ	81	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:102
COM6	81	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74824
COM7	81	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74827
COM8	81	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74830
COM9	81	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74833
LPT4	81	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74834
COM5	81	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:74835
SOFTWARE	80	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md:219
STR	80	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47013
CALDATE	79	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:120
FUN_21185490	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52324
FUN_21096680	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:100054
SUB84	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:113661
DAT_21209424	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:145386
FUN_21115690	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:216867
DDD	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:20724
HBDHP	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:57130
LPTH0	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:61361
PQVW	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121826
QRVW	78	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:121833
REV	77	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md:219
FUN_21136230	76	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:76833
FUN_21136280	76	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:76834
CALSET	76	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:81
NOW	75	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict.txt:186
LVCT	75	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:39718
KX4	75	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58373
FUN_21045170	74	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:56940
FUN_21115650	74	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:215985
CALB_SET.VIW	74	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:741
OFF	74	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:47390
CAP_CAL.VIV	73	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_strict_context.txt:1056
VIU	73	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:92735
PAJ	73	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:132658
CRLF	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/manifests/coverage_matrix.tsv:9
LVINLBVWH	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:55591
LVINLBVW1	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:58731
PVICD	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:67982
TFTAB	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:67995
IST_WT_A.VIU	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:73897
SER_SET.VIV	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:92313
RPQW	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:122193
QRPS	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:122365
VW3	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:123673
QRWP	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:126388
ZXVW	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:366322
ETQRP	72	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:502050
RDAQ	71	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/103FIN_command_hits_with_lines.txt:846
FUN_21088660	70	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:61387
FUN_21099000	70	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:99409
SUB42	70	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:108499
