jump_site	mnemonic	target	ops
0x1216F	jb	0x0002A	0x2a.3, 0x121c1                      ; [0x2a:1]=0
0x12175	ajmp	0x12252	0x12252
0x12179	jb	0x00024	0x24.0, 0x1217c                      ; [0x24:1]=0
0x1217C	jb	0x00024	0x24.0, 0x1219f                      ; [0x24:1]=0
0x1217F	jb	0x0002A	0x2a.6, 0x121c7                      ; [0x2a:1]=0
0x12187	jb	0x00026	0x26.1, 0x121b8                      ; [0x26:1]=0
0x1218C	jb	0x00024	0x24.0, 0x121af                      ; [0x24:1]=0
0x1218F	jb	0x00020	0x20.0, 0x121d5                      ; [0x20:1]=0
0x12192	ajmp	0x1224C	0x1224c
0x12197	ajmp	0x12254	0x12254
0x1219C	jb	0x00024	0x24.0, 0x121f4                      ; [0x24:1]=0
0x121AE	jb	0x00024	0x24.0, 0x121d1                      ; [0x24:1]=0
0x121B7	ajmp	0x12254	0x12254
0x121BC	ajmp	0x12120	0x12120
0x121BE	jb	0x00020	0x20.0, 0x121e1                      ; [0x20:1]=0
0x121C1	jb	0x00024	0x24.0, 0x121e4                      ; [0x24:1]=0
0x121C4	jb	0x00024	0x24.0, 0x121e7                      ; [0x24:1]=0
0x121C7	jb	0x00024	0x24.0, 0x121ea                      ; [0x24:1]=0
0x121CA	jb	0x00024	0x24.0, 0x121ed                      ; [0x24:1]=0
0x121CD	jb	0x00024	0x24.0, 0x121f0                      ; [0x24:1]=0
0x121D0	jb	0x00020	0x20.0, 0x121f3                      ; [0x20:1]=0
0x121D3	jb	0x00024	0x24.0, 0x121f6                      ; [0x24:1]=0
0x121D6	jb	0x00024	0x24.0, 0x121f9                      ; [0x24:1]=0
0x121D9	jb	0x00024	0x24.0, 0x121fc                      ; [0x24:1]=0
0x121DC	jb	0x00024	0x24.0, 0x121ff                      ; [0x24:1]=0
0x121DF	jb	0x00024	0x24.0, 0x12202                      ; [0x24:1]=0
0x121E2	jb	0x00024	0x24.0, 0x12205                      ; [0x24:1]=0
0x121E5	jb	0x00020	0x20.0, 0x12208                      ; [0x20:1]=0
0x121E8	jb	0x00029	0x29.4, 0x1223a                      ; [0x29:1]=0
0x121EC	jb	0x00028	0x28.2, 0x12230                      ; [0x28:1]=0
0x121F5	jb	0x00024	0x24.0, 0x12218                      ; [0x24:1]=0
0x121F9	jb	0x00024	0x24.0, 0x1224c                      ; [0x24:1]=0
0x12203	jb	0x00028	0x28.4, 0x12255                      ; [0x28:1]=0
0x12208	jb	0x00024	0x24.0, 0x1220b                      ; [0x24:1]=0
0x1220C	ajmp	0x12249	0x12249
0x12210	jb	0x00024	0x24.0, 0x12233                      ; [0x24:1]=0
0x12213	jb	0x00024	0x24.0, 0x12236                      ; [0x24:1]=0
0x12216	jb	0x00024	0x24.0, 0x12239                      ; [0x24:1]=0
0x12219	jb	0x00024	0x24.0, 0x1223c                      ; [0x24:1]=0
0x12227	jb	0x00029	0x29.4, 0x1226f                      ; [0x29:1]=0
0x1222A	ajmp	0x12244	0x12244
0x12235	jnc	0x1227C	0x1227c
0x12238	jb	0x00024	0x24.0, 0x1225b                      ; [0x24:1]=0
0x1223B	jb	0x00024	0x24.0, 0x1225e                      ; [0x24:1]=0
0x1223E	jb	0x00024	0x24.0, 0x12241                      ; [0x24:1]=0
0x12241	jb	0x00024	0x24.0, 0x12264                      ; [0x24:1]=0
0x12244	jb	0x00024	0x24.0, 0x12299                      ; [0x24:1]=0
0x1224B	jb	0x00024	0x24.0, 0x1226e                      ; [0x24:1]=0
0x1224E	jb	0x00024	0x24.0, 0x12271                      ; [0x24:1]=0
0x12251	jb	0x00020	0x20.0, 0x122a0                      ; [0x20:1]=0
0x1225C	jb	0x0002A	0x2a.3, 0x122a7                      ; [0x2a:1]=0
0x12262	jb	0x00024	0x24.0, 0x12265                      ; [0x24:1]=0
0x1226C	jb	0x0002A	0x2a.0, 0x122c1                      ; [0x2a:1]=0
0x12287	jb	0x00020	0x20.0, 0x122d9                      ; [0x20:1]=0
0x1228C	jb	0x00029	0x29.7, 0x122d5                      ; [0x29:1]=0
0x1228F	jb	0x0002B	0x2b.2, 0x122d7                      ; [0x2b:1]=0
0x12294	jb	0x0002A	0x2a.2, 0x122d8                      ; [0x2a:1]=0
0x122B3	jb	0x00020	0x20.0, 0x122d6                      ; [0x20:1]=0
0x122B6	jb	0x00024	0x24.0, 0x122d9                      ; [0x24:1]=0
0x122B9	jb	0x00028	0x28.4, 0x1230b                      ; [0x28:1]=0
0x122BF	jb	0x00024	0x24.0, 0x122e2                      ; [0x24:1]=0
0x122C2	jb	0x00024	0x24.0, 0x122e5                      ; [0x24:1]=0
0x122C5	jb	0x00020	0x20.0, 0x12314                      ; [0x20:1]=0
0x122D7	jb	0x00024	0x24.0, 0x122fa                      ; [0x24:1]=0
0x122DA	jb	0x00024	0x24.0, 0x122fd                      ; [0x24:1]=0
0x122DE	ajmp	0x12250	0x12250
0x122E0	jnc	0x12327	0x12327
0x122E2	ajmp	0x12252	0x12252
0x122E4	jb	0x0002A	0x2a.3, 0x1232f                      ; [0x2a:1]=0
0x122EC	jb	0x00024	0x24.0, 0x1230f                      ; [0x24:1]=0
0x122EF	jb	0x00020	0x20.0, 0x1233e                      ; [0x20:1]=0
0x122FA	jb	0x00029	0x29.7, 0x1234d                      ; [0x29:1]=0
0x122FF	jb	0x00024	0x24.0, 0x12322                      ; [0x24:1]=0
0x1230B	ajmp	0x12243	0x12243
0x12319	jb	0x0002A	0x2a.3, 0x12371                      ; [0x2a:1]=0
0x12327	ajmp	0x1224C	0x1224c
0x12329	jb	0x00020	0x20.0, 0x12351                      ; [0x20:1]=0
0x12331	jb	0x00028	0x28.3, 0x1237c                      ; [0x28:1]=0
0x12334	ajmp	0x12252	0x12252
0x1233D	jbc	0x00020	0x20.0, 0x1239f                      ; [0x20:1]=0
0x12357	jz	0x12379	0x12379
0x12359	sjmp	0x1236E	0x1236e
0x1235C	sjmp	0x1235E	0x1235e
0x12360	sjmp	0x12362	0x12362
0x12364	sjmp	0x12366	0x12366
0x12368	sjmp	0x1236A	0x1236a
0x1236C	sjmp	0x1236E	0x1236e
0x12370	sjmp	0x12372	0x12372
0x12374	sjmp	0x12376	0x12376
0x12378	sjmp	0x1237A	0x1237a
0x1237B	jz	0x1239D	0x1239d
0x123A0	ajmp	0x124DB	0x124db
0x123A3	sjmp	0x123A5	0x123a5
0x123A7	sjmp	0x123A9	0x123a9
0x123AB	sjmp	0x123AD	0x123ad
0x123AF	sjmp	0x123B1	0x123b1
0x123B3	sjmp	0x123B5	0x123b5
0x123B7	sjmp	0x123B9	0x123b9
0x123BB	sjmp	0x123BD	0x123bd
0x123BF	ajmp	0x12460	0x12460
0x123E5	ajmp	0x1240D	0x1240d
0x123E8	sjmp	0x123EA	0x123ea
0x123EC	sjmp	0x123EE	0x123ee
0x123F0	sjmp	0x123F2	0x123f2
0x123F4	sjmp	0x123F6	0x123f6
0x123F8	sjmp	0x123FA	0x123fa
0x123FC	sjmp	0x123FE	0x123fe
0x12400	sjmp	0x12402	0x12402
0x12404	ajmp	0x12429	0x12429
0x12424	cjne	0x0003F	r5, #0x3f, 0x123a7
0x1242D	sjmp	0x1242F	0x1242f
0x12432	ajmp	0x12400	0x12400
0x12440	ljmp	0x10000	0x10000
0x12453	ajmp	0x12286	0x12286
0x12457	ajmp	0x12286	0x12286
0x1245B	ajmp	0x12286	0x12286
0x1246D	cjne	0x00000	@r1, #0x00, 0x12470
0x12470	ajmp	0x12281	0x12281
0x12474	ajmp	0x12282	0x12282
0x12494	ajmp	0x12634	0x12634
0x12496	ajmp	0x12635	0x12635
0x12498	ajmp	0x12636	0x12636
0x1249A	ajmp	0x12637	0x12637
0x1249C	ajmp	0x12638	0x12638
0x1249E	ajmp	0x12286	0x12286
0x124A7	ajmp	0x12286	0x12286
0x124A9	djnz	0x124AB	r3, 0x124ab
0x124AB	ajmp	0x12286	0x12286
0x124CE	djnz	0x124D0	r1, 0x124d0
0x124D8	ajmp	0x12289	0x12289
0x124DA	djnz	0x124DC	r7, 0x124dc
0x124EA	jnb	0x00023	0x23.1, 0x124f0                      ; [0x23:1]=0
0x124ED	ljmp	0x125DB	0x125db
0x12542	jnz	0x1254A	0x1254a
0x12564	jnz	0x12570	0x12570
0x1258A	jnz	0x12596	0x12596
0x125AB	jnz	0x1260E	0x1260e
0x125B3	jb	0x00026	0x26.0, 0x125c2                      ; [0x26:1]=0
0x125BA	jnz	0x125C0	0x125c0
0x125C0	jz	0x125CB	0x125cb
0x125C9	sjmp	0x1260E	0x1260e
0x125D1	jnz	0x125D9	0x125d9
0x125D9	sjmp	0x1260E	0x1260e
0x125DF	jnz	0x125E5	0x125e5
0x125E5	jnz	0x1260E	0x1260e
0x125E7	jnb	0x00023	0x23.1, 0x1260e                      ; [0x23:1]=0
0x125F0	jnz	0x125F8	0x125f8
0x125FC	cjne	0x000FF	a, #0xff, 0x1260e
0x12601	cjne	0x000FF	a, #0xff, 0x1260e
0x12630	jz	0x12635	0x12635
0x12632	ljmp	0x126D5	0x126d5
0x12638	jz	0x12695	0x12695
0x1263B	jz	0x12695	0x12695
0x1263E	jnz	0x12643	0x12643
0x12640	ljmp	0x126D1	0x126d1
0x12645	jz	0x12695	0x12695
0x12648	jz	0x12695	0x12695
0x1264C	jz	0x12651	0x12651
0x1264E	ljmp	0x126D5	0x126d5
0x1265C	jnc	0x12665	0x12665
0x1265F	cjne	0x00000	r7, #0x00, 0x12663
0x12663	sjmp	0x12653	0x12653
0x12693	sjmp	0x126D5	0x126d5
0x126A0	jnc	0x126A9	0x126a9
0x126A3	cjne	0x00000	r7, #0x00, 0x126a7
0x126A7	sjmp	0x12697	0x12697
0x126CF	sjmp	0x126D5	0x126d5
0x126EB	jb	0x126F1	scon.1, 0x126f1                      ; [0x98:1]=0
0x126EE	ljmp	0x127FA	0x127fa
0x126F1	jnb	0x00026	0x26.5, 0x126fc                      ; [0x26:1]=0
0x126F9	ljmp	0x127F5	0x127f5
0x126FC	jnb	0x00026	0x26.6, 0x12707                      ; [0x26:1]=0
0x12704	ljmp	0x127F5	0x127f5
0x12707	jnb	0x00026	0x26.4, 0x1270d                      ; [0x26:1]=0
0x1270A	ljmp	0x127E0	0x127e0
0x1270D	jnb	0x00027	0x27.0, 0x12713                      ; [0x27:1]=0
0x12710	ljmp	0x127E0	0x127e0
0x12721	jnz	0x12725	0x12725
0x12725	jz	0x12735	0x12735
0x12744	jnz	0x12772	0x12772
0x12746	jnb	0x00026	0x26.2, 0x12772                      ; [0x26:1]=0
0x12752	jz	0x12772	0x12772
0x12757	jz	0x12772	0x12772
0x12770	sjmp	0x127A5	0x127a5
0x12773	jnz	0x127A5	0x127a5
0x12775	jnb	0x00026	0x26.2, 0x127a5                      ; [0x26:1]=0
0x12789	cjne	0x0000D	a, #0x0d, 0x127a5
0x127B4	jz	0x127BD	0x127bd
0x127B6	jnb	0x00026	0x26.2, 0x127bd                      ; [0x26:1]=0
0x127BB	sjmp	0x127F5	0x127f5
0x127BD	jb	0x00026	0x26.2, 0x127ce                      ; [0x26:1]=0
0x127C4	jnz	0x127C8	0x127c8
0x127C8	jz	0x127CE	0x127ce
0x127CC	sjmp	0x127F5	0x127f5
0x127DE	sjmp	0x127F5	0x127f5
0x127E0	jb	0x00026	0x26.4, 0x127f5                      ; [0x26:1]=0
0x127F7	ljmp	0x129FF	0x129ff
0x127FA	jb	0x12800	scon.0, 0x12800                      ; [0x98:1]=0
0x127FD	ljmp	0x129FF	0x129ff
0x12808	jz	0x1282A	0x1282a
0x1280D	jz	0x1282A	0x1282a
0x12812	jz	0x1282A	0x1282a
0x12817	jz	0x1282A	0x1282a
0x1281C	jz	0x1282A	0x1282a
0x12821	jz	0x1282A	0x1282a
0x12830	jz	0x12836	0x12836
0x12840	jz	0x12844	0x12844
0x12847	jz	0x1285D	0x1285d
0x1284C	jz	0x1285D	0x1285d
0x12851	jz	0x1285D	0x1285d
0x12856	jz	0x1285D	0x1285d
0x1285B	jnz	0x128D0	0x128d0
0x12860	cjne	0x00012	a, #0x12, 0x12872
0x1286F	ljmp	0x12905	0x12905
0x12876	cjne	0x0000F	a, #0x0f, 0x12887
0x12884	ljmp	0x12905	0x12905
0x1288A	jz	0x12895	0x12895
0x1288F	jz	0x12895	0x12895
0x12892	cjne	0x0003B	a, #0x3b, 0x1289e
0x12895	jb	0x00025	0x25.1, 0x1289e                      ; [0x25:1]=0
0x1289C	sjmp	0x12905	0x12905
0x128A1	jz	0x128AD	0x128ad
0x128A6	jz	0x128AD	0x128ad
0x128AB	jnz	0x12905	0x12905
0x128AD	jnb	0x00025	0x25.1, 0x12905                      ; [0x25:1]=0
0x128CE	sjmp	0x12905	0x12905
0x128D4	cjne	0x00013	a, #0x13, 0x128db
0x128D9	sjmp	0x12905	0x12905
0x128DC	cjne	0x00011	a, #0x11, 0x128e5
0x128E3	sjmp	0x12905	0x12905
0x128E8	jz	0x12905	0x12905
0x1291A	jc	0x1292A	0x1292a
0x12952	jc	0x1299D	0x1299d
0x12988	jnc	0x12992	0x12992
0x12990	sjmp	0x129FD	0x129fd
0x12992	jnb	0x00026	0x26.7, 0x129fd                      ; [0x26:1]=0
0x1299B	sjmp	0x129FD	0x129fd
0x129C5	jnc	0x129FD	0x129fd
0x129EA	jnc	0x129F4	0x129f4
0x129F2	sjmp	0x129FD	0x129fd
0x129F4	jnb	0x00026	0x26.7, 0x129fd                      ; [0x26:1]=0
0x12A23	jnc	0x12A9F	0x12a9f
0x12A59	jc	0x12A3F	0x12a3f
0x12A72	cjne	0x00006	a, #0x06, 0x12a5d
0x12A9D	sjmp	0x12AA6	0x12aa6
0x12AE0	jnz	0x12AE5	0x12ae5
0x12AE5	jz	0x12AF3	0x12af3
0x12AF1	sjmp	0x12AFD	0x12afd
0x12B06	ajmp	0x1282B	0x1282b
0x12B0A	ljmp	0x12B39	0x12b39
0x12B18	jz	0x12B23	0x12b23
0x12B2A	sjmp	0x12B6B	0x12b6b
0x12B37	sjmp	0x12B6B	0x12b6b
0x12B44	sjmp	0x12B6B	0x12b6b
0x12B51	sjmp	0x12B6B	0x12b6b
0x12B5E	sjmp	0x12B6B	0x12b6b
0x12C01	jnc	0x12C14	0x12c14
0x12C12	jc	0x12C1D	0x12c1d
0x12C1A	ljmp	0x12CB7	0x12cb7
0x12C41	jc	0x12C27	0x12c27
0x12C69	jc	0x12CB7	0x12cb7
0x12C8F	jc	0x12C75	0x12c75
0x12CAF	jc	0x12CB7	0x12cb7
0x12CD0	jnc	0x12CE2	0x12ce2
0x12CE0	jc	0x12CE7	0x12ce7
0x12D22	jc	0x12D3E	0x12d3e
0x12D32	jc	0x12D3E	0x12d3e
0x12D3C	sjmp	0x12D66	0x12d66
0x12D4C	jc	0x12D66	0x12d66
0x12D5C	jc	0x12D66	0x12d66
0x12D6C	ajmp	0x12A6C	0x12a6c
0x12D7B	jb	0x00029	0x29.4, 0x12df7                      ; [0x29:1]=0
0x12D88	jb	0x0002A	0x2a.2, 0x12dab                      ; [0x2a:1]=0
0x12D8E	jb	0x00020	0x20.0, 0x12de5                      ; [0x20:1]=0
0x12D91	ajmp	0x12B6E	0x12b6e
0x12D99	jb	0x00024	0x24.0, 0x12d9c                      ; [0x24:1]=0
0x12D9F	ajmp	0x12B6D	0x12b6d
0x12DA5	jb	0x00024	0x24.0, 0x12da8                      ; [0x24:1]=0
0x12DAD	jb	0x00028	0x28.3, 0x12e11                      ; [0x28:1]=0
0x12DB0	jnz	0x12E25	0x12e25
0x12DB2	jb	0x00020	0x20.0, 0x12df8                      ; [0x20:1]=0
0x12DB8	jmp		@a+dptr
0x12DB9	jb	0x00024	0x24.0, 0x12ddc                      ; [0x24:1]=0
0x12DBC	jb	0x00024	0x24.0, 0x12ddf                      ; [0x24:1]=0
0x12DC5	jb	0x00024	0x24.6, 0x12de8                      ; [0x24:1]=0
0x12DD6	jb	0x00020	0x20.0, 0x12e27                      ; [0x20:1]=0
0x12DDD	jb	0x00024	0x24.0, 0x12e00                      ; [0x24:1]=0
0x12DE0	jb	0x00024	0x24.0, 0x12e03                      ; [0x24:1]=0
0x12DE4	jnb	0x00020	0x20.0, 0x12e07                      ; [0x20:1]=0
0x12DE8	jb	0x00024	0x24.0, 0x12e0b                      ; [0x24:1]=0
0x12DEB	jb	0x00024	0x24.0, 0x12e0e                      ; [0x24:1]=0
0x12DEE	jb	0x00024	0x24.0, 0x12e11                      ; [0x24:1]=0
0x12DF1	jb	0x00024	0x24.0, 0x12e14                      ; [0x24:1]=0
0x12DF4	jb	0x00024	0x24.0, 0x12e17                      ; [0x24:1]=0
0x12DF7	jb	0x00024	0x24.0, 0x12dfa                      ; [0x24:1]=0
0x12DFA	jnz	0x12E42	0x12e42
0x12E0A	jb	0x00020	0x20.0, 0x12e7a                      ; [0x20:1]=0
0x12E11	jb	0x00024	0x24.0, 0x12e62                      ; [0x24:1]=0
0x12E15	jb	0x00028	0x28.3, 0x12e67                      ; [0x28:1]=0
0x12E19	jnc	0x12E6A	0x12e6a
0x12E20	jb	0x00024	0x24.0, 0x12e23                      ; [0x24:1]=0
0x12E23	jb	0x00024	0x24.0, 0x12e7a                      ; [0x24:1]=0
0x12E27	jnc	0x12E6E	0x12e6e
0x12E29	jb	0x0002A	0x2a.3, 0x12e71                      ; [0x2a:1]=0
0x12E33	jb	0x00020	0x20.0, 0x12e66                      ; [0x20:1]=0
0x12E37	jnz	0x12E7F	0x12e7f
0x12E3B	jb	0x00020	0x20.0, 0x12e6e                      ; [0x20:1]=0
0x12E3F	jnb	0x00026	0x26.0, 0x12e42                      ; [0x26:1]=0
0x12E42	jnb	0x00025	0x25.6, 0x12e75                      ; [0x25:1]=0
0x12E46	jnb	0x00025	0x25.6, 0x12e49                      ; [0x25:1]=0
0x12E49	jnb	0x00026	0x26.0, 0x12e7c                      ; [0x26:1]=0
0x12E53	jb	0x00020	0x20.0, 0x12e76                      ; [0x20:1]=0
0x12E56	jb	0x00024	0x24.0, 0x12e79                      ; [0x24:1]=0
0x12E59	jb	0x00024	0x24.0, 0x12e7c                      ; [0x24:1]=0
0x12E5C	jb	0x00024	0x24.0, 0x12e7f                      ; [0x24:1]=0
0x12E5F	jb	0x00024	0x24.0, 0x12e82                      ; [0x24:1]=0
0x12E62	jb	0x00024	0x24.0, 0x12e85                      ; [0x24:1]=0
0x12E65	jb	0x00020	0x20.0, 0x12eab                      ; [0x20:1]=0
0x12E6C	ajmp	0x12A50	0x12a50
0x12E76	ajmp	0x12A43	0x12a43
0x12E82	jb	0x00024	0x24.0, 0x12e85                      ; [0x24:1]=0
0x12E87	jb	0x0002A	0x2a.0, 0x12edc                      ; [0x2a:1]=0
0x12E91	jb	0x00024	0x24.0, 0x12eb4                      ; [0x24:1]=0
0x12E94	jb	0x00024	0x24.0, 0x12e97                      ; [0x24:1]=0
0x12E97	ajmp	0x12A50	0x12a50
0x12E99	jnc	0x12EE0	0x12ee0
0x12E9B	ajmp	0x12A52	0x12a52
0x12EA6	jb	0x00020	0x20.0, 0x12efc                      ; [0x20:1]=0
0x12EB5	ajmp	0x12A4C	0x12a4c
0x12EB7	jb	0x00020	0x20.0, 0x12f0c                      ; [0x20:1]=0
0x12EC1	jb	0x0002A	0x2a.2, 0x12f25                      ; [0x2a:1]=0
0x12EC8	jb	0x00024	0x24.0, 0x12eeb                      ; [0x24:1]=0
0x12ECC	jb	0x00024	0x24.0, 0x12eef                      ; [0x24:1]=0
0x12ECF	jb	0x00024	0x24.0, 0x12ef2                      ; [0x24:1]=0
0x12ED2	jb	0x00024	0x24.0, 0x12ef5                      ; [0x24:1]=0
0x12ED5	jb	0x00024	0x24.0, 0x12ef8                      ; [0x24:1]=0
0x12ED8	jb	0x00024	0x24.0, 0x12efb                      ; [0x24:1]=0
0x12EDB	jb	0x00020	0x20.0, 0x12f21                      ; [0x20:1]=0
0x12EDE	ajmp	0x12B70	0x12b70
0x12EE0	jb	0x0002E	0x2e.6, 0x12f44                      ; [0x2e:1]=0
0x12EE8	jmp		@a+dptr
0x12EE9	jb	0x0002D	0x2d.7, 0x12f61                      ; [0x2d:1]=0
0x12EF1	jb	0x0002E	0x2e.2, 0x12f55                      ; [0x2e:1]=0
0x12F01	ajmp	0x12A50	0x12a50
0x12F03	jnc	0x12F4A	0x12f4a
0x12F05	ajmp	0x12A52	0x12a52
0x12F0A	jnc	0x12F51	0x12f51
0x12F0E	jb	0x00024	0x24.0, 0x12f31                      ; [0x24:1]=0
0x12F11	jb	0x00020	0x20.0, 0x12f57                      ; [0x20:1]=0
0x12F18	jb	0x00028	0x28.3, 0x12f6a                      ; [0x28:1]=0
0x12F2C	jnb	0x00026	0x26.0, 0x12f5f                      ; [0x26:1]=0
0x12F38	jb	0x00024	0x24.0, 0x12f5b                      ; [0x24:1]=0
0x12F3B	jb	0x00024	0x24.0, 0x12f5e                      ; [0x24:1]=0
0x12F43	jb	0x00024	0x24.0, 0x12f66                      ; [0x24:1]=0
0x12F46	jb	0x00024	0x24.0, 0x12f69                      ; [0x24:1]=0
0x12F4E	jb	0x00024	0x24.0, 0x12f71                      ; [0x24:1]=0
0x12F51	jb	0x00024	0x24.0, 0x12f74                      ; [0x24:1]=0
0x12F54	jb	0x00024	0x24.0, 0x12f57                      ; [0x24:1]=0
0x12F5A	jb	0x00028	0x28.4, 0x12fa6                      ; [0x28:1]=0
0x12F60	ajmp	0x12A52	0x12a52
0x12F66	jb	0x00020	0x20.0, 0x12f89                      ; [0x20:1]=0
0x12F69	jb	0x00024	0x24.0, 0x12f8c                      ; [0x24:1]=0
0x12F6C	jb	0x00024	0x24.0, 0x12fb6                      ; [0x24:1]=0
0x12F73	jb	0x00024	0x24.0, 0x12f96                      ; [0x24:1]=0
0x12F76	jb	0x00024	0x24.0, 0x12f79                      ; [0x24:1]=0
0x12F79	jb	0x00028	0x28.7, 0x12fcb                      ; [0x28:1]=0
0x12F7F	jb	0x00024	0x24.0, 0x12fa2                      ; [0x24:1]=0
0x12F82	jb	0x00024	0x24.0, 0x12fa5                      ; [0x24:1]=0
0x12F89	jb	0x00024	0x24.0, 0x12fac                      ; [0x24:1]=0
0x12F8C	jb	0x00024	0x24.0, 0x12faf                      ; [0x24:1]=0
0x12F90	jb	0x00028	0x28.2, 0x12fd4                      ; [0x28:1]=0
0x12F96	jb	0x00024	0x24.0, 0x12fb9                      ; [0x24:1]=0
0x12F99	jb	0x00024	0x24.0, 0x12fbc                      ; [0x24:1]=0
0x12FA2	jb	0x00024	0x24.0, 0x12fc5                      ; [0x24:1]=0
0x12FA5	jb	0x00020	0x20.0, 0x12fc8                      ; [0x20:1]=0
0x12FA8	jb	0x00024	0x24.0, 0x12fcb                      ; [0x24:1]=0
0x12FAB	jb	0x00024	0x24.0, 0x12ff0                      ; [0x24:1]=0
0x12FAE	ajmp	0x12A44	0x12a44
0x12FB2	jb	0x00024	0x24.0, 0x12fd5                      ; [0x24:1]=0
0x12FB5	jb	0x00024	0x24.0, 0x12fb8                      ; [0x24:1]=0
0x12FC0	jb	0x0002A	0x2a.4, 0x13012                      ; [0x2a:1]=0
0x12FC4	jb	0x0002A	0x2a.3, 0x13014                      ; [0x2a:1]=0
0x12FC7	ajmp	0x12A4C	0x12a4c
0x12FD0	jb	0x0002A	0x2a.3, 0x1301b                      ; [0x2a:1]=0
0x12FDC	jb	0x0002A	0x2a.4, 0x1302e                      ; [0x2a:1]=0
0x12FE0	jb	0x00029	0x29.4, 0x13024                      ; [0x29:1]=0
0x12FEC	jb	0x0002A	0x2a.4, 0x13037                      ; [0x2a:1]=0
0x12FF1	jb	0x00029	0x29.4, 0x13039                      ; [0x29:1]=0
0x12FF4	ajmp	0x12A4B	0x12a4b
0x12FF6	ajmp	0x12A47	0x12a47
0x12FFA	jb	0x00024	0x24.0, 0x1303f                      ; [0x24:1]=0
0x12FFD	ajmp	0x12A44	0x12a44
0x13000	jb	0x00028	0x28.7, 0x13052                      ; [0x28:1]=0
0x13008	jnz	0x1307C	0x1307c
0x1300B	jnz	0x13072	0x13072
0x1300F	jmp		@a+dptr
0x13039	ajmp	0x13254	0x13254
0x13047	ajmp	0x1324C	0x1324c
0x1304C	ajmp	0x13254	0x13254
0x13063	ajmp	0x13254	0x13254
0x13082	jb	0x00026	0x26.1, 0x130fa                      ; [0x26:1]=0
0x13085	ajmp	0x13200	0x13200
0x1308B	jb	0x00026	0x26.1, 0x130be                      ; [0x26:1]=0
0x13095	jb	0x00026	0x26.3, 0x130cb                      ; [0x26:1]=0
0x1309F	jb	0x00026	0x26.1, 0x130d2                      ; [0x26:1]=0
0x130A2	jnb	0x0002E	0x2e.5, 0x130e6                      ; [0x2e:1]=0
0x130AA	jb	0x00026	0x26.1, 0x1311a                      ; [0x26:1]=0
0x130AD	ajmp	0x13200	0x13200
0x130B3	jb	0x00026	0x26.1, 0x130e6                      ; [0x26:1]=0
0x130B7	ajmp	0x13200	0x13200
0x130BD	jb	0x00026	0x26.1, 0x130f0                      ; [0x26:1]=0
0x130C0	jnb	0x0002D	0x2d.5, 0x13104                      ; [0x2d:1]=0
0x130C8	jb	0x00029	0x29.7, 0x13111                      ; [0x29:1]=0
0x130CE	ajmp	0x13249	0x13249
0x130D3	jb	0x00024	0x24.5, 0x1310c                      ; [0x24:1]=0
0x130E9	jnc	0x1312C	0x1312c
0x130ED	ajmp	0x1326C	0x1326c
0x130F9	ajmp	0x1324C	0x1324c
0x13102	jb	0x00028	0x28.3, 0x13166                      ; [0x28:1]=0
0x13105	jnz	0x1317A	0x1317a
0x13107	jb	0x00020	0x20.0, 0x1314b                      ; [0x20:1]=0
0x13110	ajmp	0x1336D	0x1336d
0x13116	jb	0x00024	0x24.0, 0x13119                      ; [0x24:1]=0
0x13121	jmp		@a+dptr
0x13122	jb	0x00024	0x24.0, 0x13145                      ; [0x24:1]=0
0x13125	jb	0x00024	0x24.0, 0x13148                      ; [0x24:1]=0
0x13130	jb	0x00029	0x29.4, 0x131ac                      ; [0x29:1]=0
0x13147	jb	0x00020	0x20.0, 0x1319d                      ; [0x20:1]=0
0x13156	jb	0x00024	0x24.0, 0x13159                      ; [0x24:1]=0
0x13161	jb	0x0002A	0x2a.2, 0x13184                      ; [0x2a:1]=0
0x13167	jb	0x00020	0x20.0, 0x131b2                      ; [0x20:1]=0
0x13172	jb	0x00024	0x24.6, 0x13195                      ; [0x24:1]=0
0x1317F	jb	0x0002A	0x2a.4, 0x131fb                      ; [0x2a:1]=0
0x13182	jnz	0x131E9	0x131e9
0x13184	jb	0x00024	0x24.0, 0x131a7                      ; [0x24:1]=0
0x13187	jb	0x00020	0x20.0, 0x131d8                      ; [0x20:1]=0
0x131A6	jnb	0x00026	0x26.0, 0x131a9                      ; [0x26:1]=0
0x131AB	jb	0x00020	0x20.0, 0x131f1                      ; [0x20:1]=0
0x131AE	jnc	0x131FF	0x131ff
0x131C0	ajmp	0x13249	0x13249
0x131F6	ajmp	0x13200	0x13200
0x1323A	jnc	0x1328B	0x1328b
0x13243	jnc	0x1328A	0x1328a
0x13245	jb	0x00024	0x24.0, 0x13268                      ; [0x24:1]=0
0x13252	jb	0x00028	0x28.5, 0x132a7                      ; [0x28:1]=0
0x13259	jb	0x00020	0x20.0, 0x132a1                      ; [0x20:1]=0
0x1326C	ajmp	0x1324C	0x1324c
0x13270	jb	0x00024	0x24.0, 0x13293                      ; [0x24:1]=0
0x13273	jb	0x00020	0x20.0, 0x132b8                      ; [0x20:1]=0
0x132AA	ajmp	0x1324C	0x1324c
0x132AE	jb	0x00028	0x28.2, 0x132f6                      ; [0x28:1]=0
0x132B6	jb	0x00024	0x24.0, 0x132d9                      ; [0x24:1]=0
0x132B9	jb	0x00020	0x20.0, 0x13316                      ; [0x20:1]=0
